2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,source,url,last_update_date,general_comments
Labor,Labor,Employment,annual_avg_emplvl_NAICS 722320 Caterers,"Employment level, annual average, NAICS 722320 Caterers",Annual average of monthly employment levels for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_emplvl_NAICS 722330 Mobile food services,"Employment level, annual average, NAICS 722330 Mobile food services",Annual average of monthly employment levels for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"annual_avg_emplvl_NAICS 7224 Drinking places, alcoholic beverages","Employment level, annual average, NAICS 7224 Drinking places, alcoholic beverages",Annual average of monthly employment levels for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_emplvl_NAICS 7225 Restaurants and other eating places,"Employment level, annual average, NAICS 7225 Restaurants and other eating places",Annual average of monthly employment levels for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_emplvl_NAICS 722511 Full-service restaurants,"Employment level, annual average, NAICS 722511 Full-service restaurants",Annual average of monthly employment levels for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 111 Crop production,"Establishments, annual average count, NAICS 111 Crop production",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 112 Animal production and aquaculture,"Establishments, annual average count, NAICS 112 Animal production and aquaculture",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"annual_avg_estabs_count_NAICS 114 Fishing, hunting and trapping","Establishments, annual average count, NAICS 114 Fishing, hunting and trapping",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 115 Agriculture and forestry support activities,"Establishments, annual average count, NAICS 115 Agriculture and forestry support activities",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 311 Food manufacturing,"Establishments, annual average count, NAICS 311 Food manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3111 Animal food manufacturing,"Establishments, annual average count, NAICS 3111 Animal food manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3112 Grain and oilseed milling,"Establishments, annual average count, NAICS 3112 Grain and oilseed milling",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3113 Sugar and confectionery product manufacturing,"Establishments, annual average count, NAICS 3113 Sugar and confectionery product manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3114 Fruit and vegetable preserving and specialty,"Establishments, annual average count, NAICS 3114 Fruit and vegetable preserving and specialty",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3115 Dairy product manufacturing,"Establishments, annual average count, NAICS 3115 Dairy product manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3116 Animal slaughtering and processing,"Establishments, annual average count, NAICS 3116 Animal slaughtering and processing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3117 Seafood product preparation and packaging,"Establishments, annual average count, NAICS 3117 Seafood product preparation and packaging",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3118 Bakeries and tortilla manufacturing,"Establishments, annual average count, NAICS 3118 Bakeries and tortilla manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 311811 Retail bakeries,"Establishments, annual average count, NAICS 311811 Retail bakeries",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3119 Other food manufacturing,"Establishments, annual average count, NAICS 3119 Other food manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3121 Beverage manufacturing,"Establishments, annual average count, NAICS 3121 Beverage manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 3122 Tobacco manufacturing,"Establishments, annual average count, NAICS 3122 Tobacco manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 32532 Pesticide and other ag. chemical mfg.,"Establishments, annual average count, NAICS 32532 Pesticide and other ag. chemical mfg.",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 33311 Agricultural implement manufacturing,"Establishments, annual average count, NAICS 33311 Agricultural implement manufacturing",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4244 Grocery and related product wholesalers,"Establishments, annual average count, NAICS 4244 Grocery and related product wholesalers",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4245 Farm product raw material merch. whls.,"Establishments, annual average count, NAICS 4245 Farm product raw material merch. whls.",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4248 Alcoholic beverage merchant wholesalers,"Establishments, annual average count, NAICS 4248 Alcoholic beverage merchant wholesalers",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 42491 Farm supplies merchant wholesalers,"Establishments, annual average count, NAICS 42491 Farm supplies merchant wholesalers",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 445 Food and beverage stores,"Establishments, annual average count, NAICS 445 Food and beverage stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4451 Grocery stores,"Establishments, annual average count, NAICS 4451 Grocery stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 44511 Supermarkets and other grocery stores,"Establishments, annual average count, NAICS 44511 Supermarkets and other grocery stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 44512 Convenience stores,"Establishments, annual average count, NAICS 44512 Convenience stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4452 Specialty food stores,"Establishments, annual average count, NAICS 4452 Specialty food stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"annual_avg_estabs_count_NAICS 4453 Beer, wine, and liquor stores","Establishments, annual average count, NAICS 4453 Beer, wine, and liquor stores",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 484 Truck transportation,"Establishments, annual average count, NAICS 484 Truck transportation",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 493 Warehousing and storage,"Establishments, annual average count, NAICS 493 Warehousing and storage",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722 Food services and drinking places,"Establishments, annual average count, NAICS 722 Food services and drinking places",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 7223 Special food services,"Establishments, annual average count, NAICS 7223 Special food services",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722320 Caterers,"Establishments, annual average count, NAICS 722320 Caterers",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722330 Mobile food services,"Establishments, annual average count, NAICS 722330 Mobile food services",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,"annual_avg_estabs_count_NAICS 7224 Drinking places, alcoholic beverages","Establishments, annual average count, NAICS 7224 Drinking places, alcoholic beverages",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 7225 Restaurants and other eating places,"Establishments, annual average count, NAICS 7225 Restaurants and other eating places",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722511 Full-service restaurants,"Establishments, annual average count, NAICS 722511 Full-service restaurants",Annual average of quarterly establishment counts for a given year,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 111 Crop production,"Wage, average weekly, NAICS 111 Crop production",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 112 Animal production and aquaculture,"Wage, average weekly, NAICS 112 Animal production and aquaculture",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 114 Fishing, hunting and trapping","Wage, average weekly, NAICS 114 Fishing, hunting and trapping",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 115 Agriculture and forestry support activities,"Wage, average weekly, NAICS 115 Agriculture and forestry support activities",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 311 Food manufacturing,"Wage, average weekly, NAICS 311 Food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3111 Animal food manufacturing,"Wage, average weekly, NAICS 3111 Animal food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3112 Grain and oilseed milling,"Wage, average weekly, NAICS 3112 Grain and oilseed milling",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3113 Sugar and confectionery product manufacturing,"Wage, average weekly, NAICS 3113 Sugar and confectionery product manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3114 Fruit and vegetable preserving and specialty,"Wage, average weekly, NAICS 3114 Fruit and vegetable preserving and specialty",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3115 Dairy product manufacturing,"Wage, average weekly, NAICS 3115 Dairy product manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3116 Animal slaughtering and processing,"Wage, average weekly, NAICS 3116 Animal slaughtering and processing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3117 Seafood product preparation and packaging,"Wage, average weekly, NAICS 3117 Seafood product preparation and packaging",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3118 Bakeries and tortilla manufacturing,"Wage, average weekly,NAICS 3118 Bakeries and tortilla manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 311811 Retail bakeries,"Wage, average weekly, NAICS 311811 Retail bakeries",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3119 Other food manufacturing,"Wage, average weekly, NAICS 3119 Other food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3121 Beverage manufacturing,"Wage, average weekly, NAICS 3121 Beverage manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3122 Tobacco manufacturing,"Wage, average weekly, NAICS 3122 Tobacco manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 32532 Pesticide and other ag. chemical mfg.,"Wage, average weekly, NAICS 32532 Pesticide and other ag. chemical mfg.",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 33311 Agricultural implement manufacturing,"Wage, average weekly, NAICS 33311 Agricultural implement manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4244 Grocery and related product wholesalers,"Wage, average weekly, NAICS 4244 Grocery and related product wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4245 Farm product raw material merch. whls.,"Wage, average weekly, NAICS 4245 Farm product raw material merch. whls.",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4248 Alcoholic beverage merchant wholesalers,"Wage, average weekly, NAICS 4248 Alcoholic beverage merchant wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 42491 Farm supplies merchant wholesalers,"Wage, average weekly, NAICS 42491 Farm supplies merchant wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 445 Food and beverage stores,"Wage, average weekly, NAICS 445 Food and beverage stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4451 Grocery stores,"Wage, average weekly, NAICS 4451 Grocery stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels.,yearly ,"county, state, US","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed"
